customer_id,churn_status,subscription_tier,tenure_months,industry,company_size,region,primary_pain_point,satisfaction_at_exit,repurchase_intent,win_back_receptive,support_tickets_filed,recommended_to_others,monthly_recurring_revenue,open_ended_feedback,sentiment_score,sentiment_category
C0486,At-Risk,Enterprise,17,Finance,51-200 employees,South,Competitor Switch,2,3,Yes,1,Yes,772,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0487,Churned,Enterprise,30,Healthcare,201+ employees,Northeast,Pricing & Value,2,2,Yes,5,Yes,997,Add-on fees for features we assumed were included made the total cost far higher than expected.,0.0,Neutral
C0488,Retained,Pro,16,Finance,201+ employees,South,Onboarding & Usability,4,4,,3,Yes,239,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0489,Churned,Basic,17,Healthcare,51-200 employees,West,Customer Support,1,1,No,13,No,76,The help documentation is outdated and support often contradicts what the docs say.,0.4588,Positive
C0490,Churned,Pro,1,Finance,11-50 employees,South,Product Quality,3,1,No,4,No,151,Core features promised during the sales process are still not available after months of waiting.,0.3612,Positive
C0491,At-Risk,Enterprise,21,Healthcare,1-10 employees,South,Customer Support,4,4,No,10,Yes,961,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0492,Churned,Pro,31,Finance,1-10 employees,West,Product Quality,1,2,No,7,No,246,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0493,Retained,Enterprise,6,Education,11-50 employees,South,Customer Support,3,5,,5,Yes,836,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0494,Churned,Enterprise,3,Technology,1-10 employees,South,Pricing & Value,1,1,Yes,4,No,539,The annual contract pricing is not competitive. Monthly flexibility would help retain smaller teams.,0.0377,Neutral
C0495,Churned,Basic,3,Retail,1-10 employees,Northeast,Pricing & Value,1,3,No,6,No,63,We found a competitor offering the same core functionality at half the price.,0.0,Neutral
C0496,Churned,Pro,23,Retail,1-10 employees,West,Competitor Switch,3,1,No,2,No,297,The competing platform integrates natively with our CRM which made the decision straightforward.,0.0,Neutral
C0497,At-Risk,Basic,3,Healthcare,201+ employees,Midwest,Product Quality,3,4,Yes,2,No,71,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0498,Churned,Pro,26,Technology,11-50 employees,Midwest,Onboarding & Usability,1,2,Yes,3,No,175,We were handed off from sales to a junior CSM who did not understand our configuration needs.,0.0,Neutral
C0499,Churned,Pro,15,Retail,1-10 employees,South,Pricing & Value,2,2,Yes,5,No,161,We were not informed about the price increase until 2 weeks before renewal. Very poor communication.,-0.2716,Negative
C0500,Churned,Basic,20,Technology,1-10 employees,West,Pricing & Value,1,1,No,7,No,77,The annual contract pricing is not competitive. Monthly flexibility would help retain smaller teams.,0.0377,Neutral
C0501,Churned,Basic,2,Education,51-200 employees,Northeast,Onboarding & Usability,1,2,No,3,No,91,Training materials are outdated and do not reflect the current version of the product.,0.0,Neutral
C0502,At-Risk,Enterprise,10,Healthcare,11-50 employees,South,Pricing & Value,4,3,Yes,0,Yes,964,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0503,At-Risk,Pro,15,Technology,201+ employees,South,Pricing & Value,3,2,No,0,No,212,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0504,Churned,Pro,31,Healthcare,11-50 employees,South,Product Quality,1,2,No,4,No,274,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0505,At-Risk,Pro,11,Education,11-50 employees,South,Pricing & Value,3,2,No,1,Yes,161,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0506,At-Risk,Enterprise,20,Education,11-50 employees,Midwest,Product Quality,3,2,Yes,4,No,907,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0507,At-Risk,Pro,20,Education,201+ employees,Midwest,Customer Support,2,4,Yes,12,Yes,199,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0508,At-Risk,Basic,11,Technology,201+ employees,West,Customer Support,3,3,No,7,Yes,87,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0509,Churned,Basic,26,Education,11-50 employees,Northeast,Product Quality,1,1,No,6,No,57,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0510,Churned,Pro,14,Finance,1-10 employees,South,Product Quality,2,3,No,5,No,172,The product does not integrate with our existing tools which makes it very difficult to use.,-0.4201,Negative
C0511,Churned,Basic,12,Finance,11-50 employees,West,Competitor Switch,2,1,Yes,3,No,96,A competitor's new release addressed all the feature gaps we had flagged with RetainIQ.,0.0,Neutral
C0512,Churned,Pro,5,Retail,11-50 employees,South,Customer Support,1,3,Yes,5,No,196,Support response times are unacceptably slow. We wait days for simple issue resolution.,0.4019,Positive
C0513,At-Risk,Basic,15,Education,51-200 employees,South,Product Quality,3,2,Yes,0,Yes,96,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0514,Churned,Pro,21,Technology,201+ employees,West,Pricing & Value,1,3,No,2,No,209,Our budget was cut and the pricing tier options do not offer a meaningful downgrade path.,-0.47,Negative
C0515,Retained,Basic,47,Healthcare,201+ employees,Northeast,Pricing & Value,4,4,,4,Yes,64,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0516,Churned,Basic,3,Education,51-200 employees,West,Pricing & Value,1,2,Yes,2,No,93,We were not informed about the price increase until 2 weeks before renewal. Very poor communication.,-0.2716,Negative
C0517,Retained,Basic,25,Healthcare,51-200 employees,West,Customer Support,4,4,,14,Yes,78,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0518,Churned,Pro,15,Finance,11-50 employees,Midwest,Product Quality,2,2,Yes,5,No,248,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0519,At-Risk,Basic,18,Finance,51-200 employees,South,Pricing & Value,3,2,Yes,4,No,65,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0520,Retained,Pro,16,Retail,11-50 employees,Northeast,Customer Support,5,3,,10,Yes,274,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0521,Retained,Pro,14,Healthcare,11-50 employees,Northeast,Product Quality,4,4,,4,Yes,207,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0522,Churned,Basic,1,Healthcare,11-50 employees,Midwest,Pricing & Value,3,1,Yes,3,No,88,Add-on fees for features we assumed were included made the total cost far higher than expected.,0.0,Neutral
C0523,Churned,Basic,35,Technology,11-50 employees,Northeast,Product Quality,1,1,No,2,No,51,The mobile app is essentially unusable compared to the desktop version.,0.0,Neutral
C0524,Churned,Basic,3,Healthcare,51-200 employees,South,Pricing & Value,2,1,No,4,Yes,79,The ROI is simply not there. We cannot justify this cost to our leadership team.,0.0,Neutral
C0525,Churned,Enterprise,4,Finance,51-200 employees,Midwest,Customer Support,1,3,No,4,No,553,Every time we contact support we are passed between agents with no continuity.,0.128,Positive
C0526,Churned,Basic,6,Healthcare,51-200 employees,Midwest,Pricing & Value,1,3,Yes,3,No,82,Our budget was cut and the pricing tier options do not offer a meaningful downgrade path.,-0.47,Negative
C0527,At-Risk,Enterprise,15,Retail,11-50 employees,West,Customer Support,3,4,Yes,10,Yes,1135,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0528,Churned,Pro,2,Retail,51-200 employees,Midwest,Customer Support,2,3,No,8,No,275,There is no dedicated account manager for Pro tier which is frustrating given our spend.,-0.6575,Negative
C0529,Retained,Basic,31,Technology,1-10 employees,Northeast,Pricing & Value,4,5,,4,Yes,51,Despite some issues the platform generally meets our needs and the team has adapted well.,0.2732,Positive
C0530,Retained,Pro,44,Retail,201+ employees,Northeast,Product Quality,5,5,,0,Yes,150,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0531,Retained,Basic,35,Retail,11-50 employees,West,Pricing & Value,3,4,,3,No,56,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0532,At-Risk,Basic,3,Healthcare,11-50 employees,Northeast,Customer Support,3,3,No,12,No,86,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0533,Churned,Basic,22,Technology,51-200 employees,South,Pricing & Value,2,1,Yes,2,No,75,Our budget was cut and the pricing tier options do not offer a meaningful downgrade path.,-0.47,Negative
C0534,Retained,Basic,21,Finance,11-50 employees,Northeast,Onboarding & Usability,3,5,,4,No,56,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0535,Churned,Enterprise,5,Technology,11-50 employees,Midwest,Pricing & Value,1,1,No,2,No,1160,Add-on fees for features we assumed were included made the total cost far higher than expected.,0.0,Neutral
C0536,Retained,Pro,13,Education,11-50 employees,West,Pricing & Value,3,5,,0,No,198,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0537,At-Risk,Pro,4,Education,201+ employees,Northeast,Onboarding & Usability,4,4,No,1,No,299,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0538,Churned,Pro,1,Finance,51-200 employees,South,Customer Support,2,2,Yes,14,No,225,Support response times are unacceptably slow. We wait days for simple issue resolution.,0.4019,Positive
C0539,At-Risk,Pro,9,Finance,11-50 employees,South,Pricing & Value,4,2,Yes,0,No,214,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0540,Retained,Pro,41,Retail,51-200 employees,South,Pricing & Value,5,5,,4,Yes,279,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0541,At-Risk,Pro,19,Technology,11-50 employees,West,Pricing & Value,3,3,Yes,2,No,184,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0542,Churned,Pro,5,Technology,11-50 employees,Midwest,Pricing & Value,2,2,Yes,7,No,243,We found a competitor offering the same core functionality at half the price.,0.0,Neutral
C0543,At-Risk,Basic,8,Retail,201+ employees,Northeast,Onboarding & Usability,3,4,Yes,2,No,49,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0544,At-Risk,Pro,10,Finance,11-50 employees,Northeast,Product Quality,4,3,Yes,4,No,238,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0545,Churned,Enterprise,29,Technology,11-50 employees,Northeast,Product Quality,2,1,No,2,No,662,We keep encountering the same technical issues with no permanent fix from the team.,-0.296,Negative
C0546,Churned,Enterprise,6,Healthcare,11-50 employees,Northeast,Pricing & Value,1,1,No,2,No,932,We were not informed about the price increase until 2 weeks before renewal. Very poor communication.,-0.2716,Negative
C0547,At-Risk,Pro,3,Healthcare,1-10 employees,West,Customer Support,4,2,Yes,8,Yes,289,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0548,Retained,Pro,24,Education,51-200 employees,West,Onboarding & Usability,4,5,,2,Yes,273,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0549,Churned,Enterprise,1,Finance,201+ employees,Midwest,Product Quality,2,1,No,5,Yes,1169,We keep encountering the same technical issues with no permanent fix from the team.,-0.296,Negative
C0550,Churned,Basic,4,Healthcare,11-50 employees,Midwest,Product Quality,2,1,No,6,No,91,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0551,Churned,Enterprise,3,Finance,11-50 employees,West,Pricing & Value,1,1,No,5,No,584,The price increased 30% at renewal with no new features or improvements to justify it.,0.296,Positive
C0552,Churned,Basic,35,Technology,51-200 employees,South,Pricing & Value,2,1,Yes,5,Yes,89,We found a competitor offering the same core functionality at half the price.,0.0,Neutral
C0553,At-Risk,Basic,10,Technology,11-50 employees,Midwest,Product Quality,2,2,Yes,4,Yes,92,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0554,Retained,Basic,46,Healthcare,11-50 employees,South,Customer Support,4,5,,5,Yes,96,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0555,At-Risk,Pro,15,Healthcare,51-200 employees,South,Onboarding & Usability,2,3,Yes,0,No,264,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0556,Churned,Enterprise,2,Finance,51-200 employees,South,Product Quality,2,1,No,2,No,801,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0557,At-Risk,Pro,11,Technology,1-10 employees,West,Pricing & Value,2,2,Yes,0,Yes,288,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0558,Retained,Enterprise,45,Technology,11-50 employees,South,Product Quality,5,5,,4,Yes,1171,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0559,At-Risk,Basic,12,Technology,201+ employees,Northeast,Pricing & Value,2,2,No,4,No,78,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0560,Churned,Enterprise,2,Technology,51-200 employees,South,Product Quality,3,1,Yes,5,No,631,The mobile app is essentially unusable compared to the desktop version.,0.0,Neutral
C0561,Churned,Basic,14,Technology,51-200 employees,Northeast,Customer Support,1,3,No,13,No,61,Support response times are unacceptably slow. We wait days for simple issue resolution.,0.4019,Positive
C0562,Retained,Pro,40,Retail,201+ employees,South,Customer Support,4,3,,9,Yes,159,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0563,Churned,Pro,29,Retail,1-10 employees,South,Product Quality,3,2,No,5,No,150,We keep encountering the same technical issues with no permanent fix from the team.,-0.296,Negative
C0564,Churned,Pro,17,Technology,11-50 employees,West,Customer Support,3,1,No,7,No,177,Every time we contact support we are passed between agents with no continuity.,0.128,Positive
C0565,At-Risk,Enterprise,14,Retail,1-10 employees,Midwest,Pricing & Value,2,2,No,2,No,1020,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0566,Retained,Basic,38,Education,51-200 employees,West,Product Quality,5,3,,3,Yes,67,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0567,Churned,Basic,33,Technology,51-200 employees,Northeast,Pricing & Value,1,3,Yes,6,No,89,Value for money compared to competitors has declined significantly over the past year.,0.34,Positive
C0568,Churned,Pro,2,Finance,201+ employees,Midwest,Pricing & Value,2,2,No,2,No,165,The annual contract pricing is not competitive. Monthly flexibility would help retain smaller teams.,0.0377,Neutral
C0569,Churned,Enterprise,33,Healthcare,11-50 employees,West,Customer Support,2,3,No,6,No,1198,Live chat support is unavailable during our business hours which are not US Eastern time.,0.4019,Positive
C0570,Churned,Basic,18,Healthcare,11-50 employees,South,Customer Support,1,2,No,13,No,64,The help documentation is outdated and support often contradicts what the docs say.,0.4588,Positive
C0571,Retained,Pro,23,Technology,11-50 employees,South,Competitor Switch,4,5,,3,Yes,271,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0572,At-Risk,Pro,7,Technology,11-50 employees,South,Customer Support,3,3,Yes,13,Yes,209,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0573,Churned,Pro,30,Healthcare,51-200 employees,West,Product Quality,3,1,No,4,Yes,182,The mobile app is essentially unusable compared to the desktop version.,0.0,Neutral
C0574,Churned,Pro,6,Technology,51-200 employees,West,Onboarding & Usability,1,3,Yes,5,No,174,The learning curve is too steep for our non-technical staff to adopt comfortably.,0.5423,Positive
C0575,Churned,Basic,1,Healthcare,11-50 employees,Northeast,Product Quality,1,3,Yes,2,Yes,55,The mobile app is essentially unusable compared to the desktop version.,0.0,Neutral
C0576,At-Risk,Basic,19,Education,1-10 employees,Midwest,Customer Support,3,3,Yes,14,No,80,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0577,Churned,Enterprise,13,Retail,11-50 employees,Midwest,Onboarding & Usability,3,3,No,5,No,780,We were handed off from sales to a junior CSM who did not understand our configuration needs.,0.0,Neutral
C0578,Retained,Basic,12,Finance,11-50 employees,Northeast,Customer Support,4,4,,12,Yes,90,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0579,At-Risk,Basic,23,Technology,11-50 employees,Midwest,Pricing & Value,3,3,Yes,0,No,98,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0580,Churned,Pro,31,Retail,51-200 employees,Northeast,Onboarding & Usability,2,1,Yes,3,No,165,We were handed off from sales to a junior CSM who did not understand our configuration needs.,0.0,Neutral
C0581,At-Risk,Basic,14,Finance,11-50 employees,Northeast,Customer Support,3,3,Yes,12,No,55,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0582,At-Risk,Basic,19,Finance,1-10 employees,West,Customer Support,2,3,No,6,No,87,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0583,Retained,Pro,25,Finance,1-10 employees,Northeast,Pricing & Value,3,4,,4,Yes,247,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0584,At-Risk,Basic,7,Education,51-200 employees,West,Product Quality,2,2,Yes,2,No,51,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0585,Retained,Basic,30,Healthcare,1-10 employees,West,Onboarding & Usability,5,4,,0,Yes,72,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0586,Retained,Enterprise,44,Technology,11-50 employees,South,Product Quality,3,4,,4,Yes,1082,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0587,Churned,Basic,32,Finance,11-50 employees,South,Product Quality,2,3,Yes,6,No,62,The product does not integrate with our existing tools which makes it very difficult to use.,-0.4201,Negative
C0588,Churned,Enterprise,5,Retail,201+ employees,West,Competitor Switch,2,1,Yes,6,No,980,After two years we decided to consolidate our tools and RetainIQ did not make the final cut.,-0.2732,Negative
C0589,Churned,Pro,6,Technology,51-200 employees,West,Customer Support,1,1,No,10,No,166,Every time we contact support we are passed between agents with no continuity.,0.128,Positive
C0590,At-Risk,Enterprise,15,Finance,11-50 employees,Midwest,Pricing & Value,2,3,Yes,2,No,610,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0591,Retained,Pro,47,Technology,11-50 employees,Midwest,Onboarding & Usability,5,4,,4,Yes,283,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0592,Retained,Basic,28,Retail,201+ employees,Midwest,Onboarding & Usability,5,5,,2,No,64,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0593,Churned,Pro,5,Technology,51-200 employees,Midwest,Product Quality,2,1,No,5,No,279,The product does not integrate with our existing tools which makes it very difficult to use.,-0.4201,Negative
C0594,Churned,Pro,1,Finance,11-50 employees,West,Pricing & Value,2,3,Yes,3,Yes,236,The annual contract pricing is not competitive. Monthly flexibility would help retain smaller teams.,0.0377,Neutral
C0595,At-Risk,Basic,3,Healthcare,51-200 employees,West,Product Quality,3,3,No,2,Yes,78,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0596,Churned,Basic,24,Technology,11-50 employees,Midwest,Pricing & Value,2,2,No,6,Yes,70,We found a competitor offering the same core functionality at half the price.,0.0,Neutral
C0597,Churned,Pro,25,Education,11-50 employees,Northeast,Product Quality,2,3,No,7,No,149,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0598,Churned,Basic,27,Technology,51-200 employees,South,Product Quality,2,1,No,7,No,72,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0599,Churned,Basic,32,Retail,1-10 employees,Midwest,Customer Support,2,1,No,8,No,85,The support team does not understand our use case and the advice is often unhelpful.,0.4019,Positive
C0600,At-Risk,Pro,9,Healthcare,201+ employees,South,Product Quality,3,3,Yes,1,No,240,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
